Score,Text
5,"I have a German Breed, G.Sheph. & he is VERY, VERY, PICKY! He loved them. He is such a happy camper. He wakes up in the morning & ready to go for his walks & comes home straight to his treat cabinet, he wants his chicken stix....thank you, finally something that my boy loves...."
3,"With the Prime shipping, this made a great last minute gift. It seems a little pricey for the amount of fish, but the quality was good (according to the person I gave it to). In the end, I think this is better than a fruit basket or something similar."
3,"I think pack of 4 for $25.00 is too much ($6.25 per box). I got them in Target for less than $3.00 sometimes. Also, maybe because of promotion, I got them for $2.80 or around that at Safeway. I will not buy this one online. TASTE is FIVE STARS, but price is ONE STAR."
4,I like the slight pineapple flavor in this better than the plain coconut water. Good well chilled. Coconut water is supposed to be a healthy drink.
4,"Love this juice. Scheduled shipment is convenient and economical. This is a very expensive beverage and any way to save some money on it, is worth it"
5,Shipping great and loved product. The boxes are a little tough because there is not a lid if you do not finish.  I suggest buy only little ones this way.
5,Pineapple is hands down my favorite flavor of Vita Coco! It not only serves a great electrolyte replenishing beverage (aka the PERFECT hangover cure) but it can also be made into a pinacolada if you just add some rum :)
4,"I really like this coconut water, but I was surprised that per 17oz box it's the same price at Wegman's.  Probably won't be ordering again unless there's some sort of discount."
5,"Heard about this drink from a friend and had to try it. Had one while traveling and loved it!!! I sat on the plane enjoying it...I was thinking, I should bought another one!"
3,I subscribe to this monthly but just got an email stating that it's changing from 17 oz. to 16.9 oz. - but no price change?  WOW that's a really lame cut to increase their profit margins.  Whatever I won't miss the .1 oz. obviously but how about messaging and acknowledging your devoted consumers.
5,"Of all the flavors Vita Coco produces, the Pineapple combination is by far the best - it has just enough flavor to keep it interesting but not overpowering."
5,The pineapple coconut combination is refreshing. I especially like that there is no added sugar. This is a welcomed change from other brands.
5,I like this product so much I have it delivered monthly!  So happy to be drinking this at work while my co-workers are stuck with pop!  It's so refreshing and revitalizing!  The only coconut water flavor I like is pineapple!  Transports easily and stores easily with the screw-on top.
5,I always feel refreshed when I drink this coconut water. The pineapple gives it an added extra that makes it truly irresistible. It has been a firm favorite of mine now for nearly a year.
5,"I tried quite a few varieties of this brand and the pineapple is the best.  Light but refreshing.  I am not sure if I think it is a miracle elixer or anything but I did purchase a case and look forward to drinking this on a regular basis.  Thank you for the great value and convenience, Amazon."
5,I use vita coco coconut water with pineapple to mix with my ultra-meal nutritional supplement it mixes well and taste great.I have it for breakfast every morning.
5,If you haven't had coconut water with pineapple juice before then you need to try this! Simply delicious and so healthy for you!
5,Good thirst quencher. Milky and thicker then I expected. Not what I would call a pineapple flavor but one can get the idea it is pineapple.
5,Short and brief.  The product has a wonderful coconut taste and the pineapple addition is light and mildly sweet.  I will certainly purchase this again.
4,"I've always wanted to like coconut water - low in calories, high in minerals - but I've just never liked the taste much. The pineapple juice in this really makes a difference. It still needs to be well chilled to be good, but it makes a healthy post-workout drink."
5,Love the pineapple flavor. Makes me feel like I am on vacation drinking a pina colada. (You probably could add a little rum and.....)Really tastes better than other pineapple coconut waters I have tried!!
5,"This product is a good addition to fruit smoothies.  It thins it out while adding good taste and electrolytes, which are good during the very hot weather."
5,"I love this water! I started buying it after my Bikram yoga classes to rehydrate, and now drink it whenever I feel a little dehydrated.  Living in AZ, I tend to not drink enough water so these help tremendously and are delicious too!  Try them! You'll be hooked :)"
5,Vita coco water is taste great by itself or mixed up in a smoothie. It is great for re-hydration after a workout and has more potassium than a Banana.
5,IT SAYS ON THE BOX EACH DRINK CONTAINS: THE POTASIUM OF 2 BANANAS & MORE ELECTROLITES THAN A SPORTS DRINK. THEY MIGHT SEEM A LITTLE HIGH PRICED BUT GO TO GROECERY STORE BUY 2 BANANAS & 2 SPORTS DRINKS AND YOU WILL PAY MORE TO GET THE SAME NUTRITION YOU GET FROM 1 JUICE BOX OF THIS COCONUT WATER...
5,"Great before, during, and after a workout. Great natural electrolytes, Very high in potassium, amazing drink! This is my favorite flavor, tangerine is 2nd"
5,Great real coconut young coconut taste. Not the usual overwhelming sweet taste seen on other coconut water canned drinks.  Good on the environment. Made in Brazil. Even better.  You can really taste the fruit labelled on the product besides the coconut water taste
1,"I bought this at a local gas station near my house and was excited to try it because I see it everywhere. It was nasty. I will never drink this crap again, I don't care how ""good"" it is for you. The taste is disgusting and I'd rather just drink regular water. Blah!"
5,I'm so addicted to these!!! You know the movie When Harry Met Sally? When I drink one of these it just feels like that famous scene in the movie... orgasmic!
2,"The product description says 12 packs of 12 (144 count), but when you order, you only get a box of twelve.  I did this weeks ago, talked to Amazon, but they still haven't updated the product description."
5,"These are a great snack for any dog who has food allergies to chicken. My 20 pound Sheltie loves them more than any other chew or rawhide that we have given her. I highly recommend these for any dog, especially one with food allergies."
5,I have an old english sheepdog. He absolutely loved the treats. It took him longer than I thought it would to eat through one so I could eat a treat in peace while he chewed on his. It was great.
5,"My dog craves these...one each morning. She's never had digestive problems with them, unlike the beef rawhide bones which we wont give her. WE couldnt find them suddenly in any of the stores and i was soooo delighted Amazon had them! Right to my door quick!  thank you amazon!"
5,I love this gum.  It is very dishearting that it is so difficult to find.  I was hooked on the Cinnamon Extra until that went away.  Now this item is not available.  This world needs more Cinnamon lovers.
5,Is so good. Lots of flavor and great coffee taste. Especially good to wake up with. Enjoy this coffee. I give it a plus 10.
5,I love how fast my cups arrived. I will always get my k cups here! I can't wait to try something new.
4,We have several of these machines at work and I've tried lots of different flavors and blends...this is one of the few I can keep down without my body convulsing with an involuntary shudder.  Lots of these instant coffees are very bitter or far too strong.  This one is actually very tasty.
5,I've tried a handful of other brands of French Roast and I find this one and Tully's version to be both great and comparable in flavor. The difference is the price (this one is far more reasonable).
4,"This coffee has a nice bold flavor, not too strong, but smooth and bold enough that you know your having a wakeful, full bodied cup of coffee that is really enjoyable.  If you like a distinctive, medium bold cup of coffee you will love this."
5,one of the best choices so far.  If you like bold coffee you will like this one  Will definitely buy again
4,"I prefer stong coffee but my husband does not like it quite so strong.  It works well for me.  The way he made it work for him, he makes a cup and a half and that suits him.  It also makes the KCup last twice as long!"
5,"This is great French Roast. For whatever reason, it is also cheaper (in 24-count) than the other Green Mountain Coffee roasts."
5,"I find many K-Cups are weak and not what I am used to (Starbucks), but this french roast is a pretty good subsitute to the $2 coffee I get from the store."
5,"I enjoy them a lot and so does my son. I have to say that this kind is one of my favorites. It is full of peanut butter flavor that you forget that it is only 100 cals. As for the amount you get in the bag, it is more than I expecting so I was very happy."
4,"I enjoy the Peanut Butter Cookie Crisp, but they are definitely a departure from the originals.  Still my son LOVES them so for this reason I still give it four stars."
5,"I really like these.  They are so light and airy, almost like chips instead of cookies!  The flavor is that yummy OREO chocolate we all know and love!"
4,These are good but the flavor did not resemble an oreo. I purchased these along with the chips ahoy and those did resemble the flavor of chips ahoy. In my opinion these tasted like animal crackers. I will stick to chips ahoy 100 calorie packs.
5,"I have been eating the 100 Calorie Chip Ahoy for sometime. I really find that it is a filling, guilt-free snack. It has a unique taste of its own - not a `diet' food-type taste either, it taste like a `real' snack."
5,"Love this snack.<br />Its really tasty.<br />Filling for my wife, not me though...""I'll take 2 please"" =)"
5,"how good these cookies really are.  They're delicious, satisfying, and really, really healthy.  Definitely a great alternative to ""real"" cookies."
2,"I was sorely disappointed in these cookies.. They are pretty tasteless and damn hard too.. I wouldn't buy them again and I've certainly tasted much better low-cal cookies.. I definitely recommend saving your money, folks.."
5,"When you have a craving for a sweet but you don't won't too much, this bar is just perfect.  It's yummy."
5,"I don't usually like really crispy cookies, but the taste of these changed my mind.  I like that you get quite a few for only 100 calories.  I often go for ""quantity"" over ""quality"" so I would rather have a few thin crisp cookies than one regular cookie."
5,These are our favorite indulgence at 100 calories for a sweet fix and energy- they are the best!  Sad to see on Amazon they are no longer available ;-(<br />Quick shipping and they arrived safely!
5,These cookies are just enough when you crave a sweet little snack.  My 3 yr.old granddaughter likes to say the letter<br />before she pops it in her mouth.
5,"These 100 calorie Cakesters are delicious!  Both the vanilla<br />and the chocolate are great, they satisfy those little ""sweet""<br />cravings and its only 100 calories for three little cakes!"
5,"I have recently joined Jenny Craig as  I need to lose some weight, and these 100 Calorie Pack cookies are the greatest thing for snacks.  I appreciate the opportunity to get them from you so reasonably. I have agreed to take a shipment each month."
5,"My family is on the last box.  My oldest daughter ate most of the cookies.  She likes peanut butter more than anything, and these 100-calorie pouches had just the right amount and they taste great."
4,These are more like a cracker - good for a little fill in for between meals.
2,Chips Ahoy cookies were not very tasty.  My children and husband would not eat them.  I tried to give them away and everyone refused.
5,Super yummy! Really hits the spot when I want a chocolatey snack that won't break the calorie bank.
5,Such an easy way to buy calorie controlled snacks.  The arrived quickly.  So easy to take to work or when you need just an easy snack.
5,"I absolutely love the Oreo Thin Crisps cookies <a href=""http://www.amazon.com/gp/product/B000F9Z1WI"">Oreo Thin Crisps 100 Calorie Packs, 6-Count Boxes (Pack of 6)</a>. They taste great and satisfy my chocoholic craving without compromising my diet."
5,I love Oreos but hate the filling.  These prevent me from having to scape the filling out and they're good for you - calorie wise.
1,"These things are low cal oreo's: minus the creme, minus the cookie! The title ""oreo"" is basically a total misnomer. These are nothing but black crackers with some sugar. If that is what you want, then click purchase."
5,"They all taste really good. It comes in Mango, Strawberry, and Red Bean. They are each individually wrapped so you only have to eat one at a time. There are 20 of each flavor as well. When I finish this canister I plan on buying another. *^^*"
4,"you can find the sogo sweet rice mochi at Costco now, just 7bucks sth<a href=""http://www.amazon.com/gp/product/B0042TR2WE"">Sogo Sweet Rice Cakes Japanese Style Mochi Assorted Flavor Cannister</a>"
1,This comes in a case of 24 so I bought one can locally before ordering the large amount.  Good move!  I have 3 cats and none of them would eat it. This review is for the mature gourmet beef entree. Haven't tried the other favors yet.
5,"This is the perfect food for my cat & in fact, the only one she will eat - wet or dry."
3,"This food is working well for my 19 1/2 year-old-cat with kidney problems.  But I can't find any info on how many cans are included for this price?  I'm guessing 24 cans based on shipping weight and the price, but I won't buy without better info."
2,"Sent this as a gift, and found out later that many items were stale.  They loved the thought, though, and loved the way it looked."
5,"BEST coffee I have ever tasted.<br /><br />My wife, neighbors and friends are all CRAZY over Jamaican Me Crazy!!!<br /><br />You must try it!!!"
5,absolutely delicious  have tried it on everything from meat and fish to scrambled eggs highly recommend it
1,I did not know anything about chutney until I went on a known recipe cite and found out that they mix the fruit with peppers and vinegar! I thought chutney was a different form of Marmalade but I was wrong!
5,"Same great taste as the honeybush tea bags, but so much more green!  Thank you for packaging this in bulk!"
5,"We use this in place of sugar for almost everything.  It has a light flavor, sort of similar to honey without the crystallization and the strong flavor.  The best part is the lack of sugar highs and crashes due to its lower glycemic index."
5,I was truly amazed at how great this product is. The flavor is everything that you can expect from a sweetner that is this pure! I will be ordering it again and I will try the other flavors as well!
1,"I was disappointed when I received this shipment, as the seaweed contains MSG, and it's not listed as an ingredient.<br />Amazon was very gracious and refunded me the amount of purchase."
5,My little ones love seaweed and rice and this seaweed did not disappoint.<br />other brands are too oily or salty or not enough.  This one though is just right.<br />I would be buying it again... and again.
5,"Great for sushi, or for use with Korean kim-bob, or maybe just as a snack. Lightly salted, great crunch, and will support, rice, beef, pork, even fish.<br />Or a vegetable or two."
5,"I found this stuff to be very tasty, great with jasmine rice or just as a snack. I don't mind a little MSG if it enhances the flavor."
5,"This is my family's favorite brand of wheat free gluten free cake mix. This brand is moist, tasty and closer to the traditional cake mixes  people are used to. Namaste products are the best in my opinion of what's available out there in health food stores. Try it! You won't be disappointed."
1,I tried vanilla cake mix and pizza crust mix and was disappoined in both.  They had a medicinal bitter taste and even smelled strange.  I threw both items away.
5,I added 3 tbsp of sugar and half tsp of pure vanilla and a pinch of alum  free baking powder and  coconut oil for oil  and it came out soo good. My son loved it . I liked it too. The fact that it's all the major allergens free makes it better.
5,"Excellent for GF.  Not bad on it's own but I have used it as a basis for coconut cake, pineapple upside down cake, tres leches cake and others."
5,"I think Namaste Gluten Free Spice Cake Mix is their best but vanilla cake is pretty good,too. I especially like it with whipped cream and strawberry sauce with a dash of ground orange peel. In my oven,the mix bakes better in muffin cups or a muffin pan than in a rectangular pan."
1,"The chocolate cake is fantastic, so I had reason to think that this would be as well - not the case.  It was very dense & tasteless - totally unlike the airy, tasty chocolate.<br />I want my money back or an even exchange for the chocolate cake mix."
5,This tea makes me sleep better than sleepy time tea. The taste is also pretty good. I make mine very concentrated<br />with less than 3 ounces of hot  water and I cover the mug top with a plate and wrap a towel around the whole thing<br />and let it sit for as long as I can before I drink it.
5,This tea smells and tastes like Christmas! This has always been my family's favorite tea for children's (and big kid's) tea parties.
5,I began purchasing this tea years ago and looked forward to it each year. For the past two years I was unable to locate it in my local stores so I was elated to find it at Amazon. It tastes like cinnamon and red candy apples to me. I love it!
5,So glad to have found this tea...it's my absolute holiday favorite!  Thanks for the fast shipping too!
5,"It's hard to rate tea. It's very good tea, but tea nonetheless. However, the company that sells this particular tea was very nice to deal with. They shipped the tea very quickly. I'll most likely buy from them again when the need arises."
5,"The fortune cookies were shipped immediately and were packed well, i.e. none arrived broken.  The cookie was delicious and the fortunes were classic chinese (and not the modern version)."
5,My daughter's Kindergarten class celebrated Chinese New Year and we were in charge of providing the fortune cookies.  This company had a prompt delivery and the cookies were a great success.  Her teacher commented on how funny the fortunes were for the kindergartens.
4,The cookies were kind of stail but other than that it was fast shipping and good packing the cookies weren't broken
5,"The cookie is crispy good and flavorful.  The fortunes are thoughtful, not the shallow ones we are seeing lately.(Be patient, even in time an egg will walk)  I received the quantity and quality I ordered."
5,"I am very pleased with this product. I almost did not buy them because they looked green on my computer, but when I received them they were the normal tan color that most of them are."
5,This is the second time I have ordered this product.  I was happy enough the first time to place an order again.  Cookies were fine and delivery was very quick. Thank you.
5,Well packed. Few are broken but it is understandable. The cookies are tasty and the notes are interesting. My friends and I really enjoyed it! Thx!
5,"Great Product, fast shipment,the food product tasted great. none of the fortune cookies where opened.  i would buy again from this seller!"
5,"I bought these as a gift for my sister, I was so excited to see that they arrived in great condition. My sister loved them!"
4,These cookies were a big hit at our progressive New Year's Eve dinner.  Everyone enjoyed reading their fortune each time we arrived at another house. They really kept the party moving...
5,"Bought as a Christmas present. Smells like a milk shake. I might have to try it, might make a coffee drinker out of me!"
4,"I bought this for my sister for christmas...she loved it, but was afraid she'd eat all of it at once, so she took the box to work.  Within 1 hour, it was finished by all her interns!"
3,"This tastes just like Wint-O-Green Life Savers. It's a hard, sweet, crunchy ring, with a minty flavor. That pretty much describes it. It's a crunchy mint shaped like a ring."
5,"Although I prefer to get my tuna in the foil packages, what I had ordered appears to no longer be available through Amazon so I tried these and they are handy and pretty goo eating for one.  Toss on a salad, or use on bread or toast to add good quality protein."
5,"I keep a stack of these tuna cups at work, along with lemon juice and teriyaki sauce for variety.  They are low calorie, satisfying, and nutritious.  I'm sold on them-- now buy in bulk and keep on hand all the time!"
2,"If you want the best wild rice, buy the regular kind. This ""quick cook"" type is not near the taste quality of the regular/ 40 minute cook time rice.,"
5,"This is the best one. Bob's Red Mill doesn't hold a candle to this. It's fluffy, delicious. and doesn't stick to the pan.<br />I use 4:1 water to rice....Yum"
5,I like to put wild rice in many dishes. This is a good buy and easy to drop into other rice dishes or soups.
5,"Got this to take along on backpacking trips with the horses.  It works fine for that purpose, the size is perfect and worked like a charm.  The two horses didn't attempt a getaway, at least.<br /><br />Easy to put up and easy to take down, along with the portability makes this a camping winner!"
5,"I don't have horses, so I am not using this in the traditional way.<br /><br />Our backyard is being redone and all the fences are down.  With a pool there, though covered, I was concerned about the wanderers etc. So this came in handy and it was so easy to set up."
4,This is a great temporary fence for 1 or 2 horses. It is kinda unwieldy and you may need a little help setting it up if you are a smallish person but it works great after setup.
5,"I bought this color for a cake replica of the Stanley Cup that I made.  I was using this color for the very first time and I have to say that it was perfect!  I was afraid that the silver would be too dark or matte, but it had a sheen and was exactly what I was hoping for."
5,"This is the first time I have found a US produced truffle oil that actually contains real truffle. A lot of other ""truffle oils"" just have ""truffle aroma"" (whatever that is) and a lot of chemicals that sound less than pleasant. You can definitely taste the difference as well."
5,These cookies are amazing. They taste as good as if not better than the original brands. I only wish local stores would catch on and carry this cookie.
5,"i purchased Cafe Excellence Crazy Caramel, Flavored Whole Bean<br />coffee it has a very good flavor and would buy again and the price was great"
5,"Great, Fresh coffee beans. Gave as a christmas gift. We all had some of it and loved it. The smell was great and the flavour was awsome."
5,This gum is my absolute favorite. By purchasing on amazon I can get the savings of large quanities at a very good price. I highly recommend to all gum chewers. Plus as you enjoy the peppermint flavor and freshing of breath you are whitening your teeth all at the same time.
5,Got these luscious wine chocolates to use as part of my stocking stuffers.  They were yummy and a big hit with everyone.  Would definitely buy again.
5,"Very tasty cheese flavor. Because of crunch and small pieces (of mixed size), it goes a long way without adding too many calories. A good buy. Walt B., Apple Valley"
5,My daughter loves these snacks and can't get them in China where she is working now so I ordered them for her. Very satisfied and she was very appreciative.
5,"The Best smooth tasting new coffee we have had since we have been to the Islands,all good as ice coffee."
5,"If you're looking for a very light, refreshing coffee, this one is for you.  Nice Coconut flavor without any bitterness.  May be too light for some people."
5,"I became addicted to eating these the first time I tasted them which was years ago. Once you eat one, you just can't stop until they're gone. They aren't too sweet and make the perfect snack. I love these things!!!"
1,"I've had many types of pepper jelly, and this is by far the worst ever. The price is high, and the taste is not good. The shipping was outrageous. More costly than the green pepper jelly. Don't waste you money."
5,This is amongst the best Karachi Halwa I have eaten. Not rubbery or super chewy like a lot of the other ones...just perfect.. individually wrapped pieces in the box.
5,"I have to eat gluten free, but my family doesn't.  This is the only pasta so far that my kids can't see a real difference.  They like it a lot.  This is one I fix when I don't have time or energy to fix separate things for them and myself.  Because it tastes yummy for all of us."
5,"Good, but I add a cup of whole wheat flour and a tsp. of baking powder along with a couple of TBSP. of Cocoa powder because I like brownies a little higher and more cake like.  They come yummy and with the added flour, they're not too sweet."
5,"Add walnuts to this healthful Brownie and perhaps a light iceing.  Do not overback or it will be very dry.  Lots of good stuff in this Brownie,  but the flax taste is a little strong.  I really feel no guilt when having a Brownie snack for me or my kids."
5,"I made these according to package directions, and added 1 cup of mini chocolate chips, and they were awesome!  They took longer to cook than the box says, maybe that's because of the chocolate chips.  Either way, they were great and I'll definitely make them again."
5,"Of course they don't taste quite as good as ""regular"" brownies but hello?  That's because they're healthy!  And that being said, they are FANTASTIC!  Why eat crap when there are such good alternatives!?"
5,If your not into healthy and into flax seed DO NOT buy these.  They are healthy and they taste like it!  I love them...they are very good.  My husband loved them too.  It's all a matter of taste.  If you're looking for a Dunkan Hines brownie these are not it.
4,We like this brownie mix and I usually use the low fat recipe on it. I also add chocolate chips or something else to it otherwise it ends up a little bit dry.<br /><br />We still buy this by the case.
4,"These brownies are good, but the flax seed texture can be a real turn-off.  To minimize it, I added a little whole wheat flour, splenda and cocoa - BIG improvement and my guests never complained (like they did the first time I made the brownies!)."
5,You CAN taste the flaxseed in these whole-wheat muffins and it's a great taste.  Good chocolate flavor and texture.  I add chopped walnuts.
5,"If you are used to eating flaxseed, then this is the brownie for you.  Hodgson Mill brownies are super easy to make, and taste great.  Since I like dark chocolate, I usually add a little more cocoa."
3,"I was hoping for a health substitute for white flour brownies.  It's OK, but not what I would serve to company.  I substitute canola oil for the butter or margarine and that may have been the problem.  Of course, I wound up eating them all anyway."
1,"first off, i love whole wheat products, and flax seed so i hope we just got a bad batch (and no it wasn't expired, i checked the date) but my mom and i just had some of these and we're not fans. they had an oddly fishy/grassy taste to it kind of like you might get with rancid flax oil tablets. O_o"
5,"I received all the ingredients in a timely manner. All the ingredients were nicely packed and remained fresh through the shipping stages. It was more than I needed for the meal I was making, so I had plenty of left over ingredients."
5,The produce was extremely fresh.  I made a delicious Thai soup with the items and had plenty to spare.
5,"Exceptionally fresh quality and quantity and shipped much faster than expected. I was able to make great Tom Yum soup.  Thank you!<a href=""http://www.amazon.com/gp/product/B000P151AI"">Fresh Thai Produce Kit</a>"
5,I first tried this tea at at French restaurant that had ran out of the usual black tea with mint. To my surprise this tea beats any tea (without milk).. no sugar needed. It is naturally sweetened!
5,Love this hot chocolate--nice creamy flavor.  The price is good and I love the single packs.  This is not a flavor available to me locally.
5,I love the chamomile tea. Its sweet and mild. Its excellent for a bed time tea.
5,With all herbal treatments it is important to understand that the earlier in ilness one will start using them the better.<br />I love to use herbal teas and find them very effective when used properly.
5,"My dog has heart failure and can't have the standard dog treats because of the salt. These are perfect- she likes to ""hunt"" for her snacks, and these are perfect to toss out to her, and let her go nuts.  She really likes them :)"
5,These are a delicious guilt free snack that I always have handy. They are so convenient and last a long time. I also get the corn and mixed veggies which are also wonderful. You can get them at Whole Foods but not at this price.
5,We love this brand of freeze dried fruit and veggies.  They make it easy to have healthy on the go snacks for our 2 year old!
5,Feel like a protein boost?  Got the nibbles?  Don't want to succumb to potato chips?  Here's a great alternative!  Just don't let your toddler try to open the package or your peas will be all over the floor making  for an expensive snack for the dog and a grumpy mommy.
1,"Even though this item is listed under the Gluten free category, it is not.  The ingredients state that it contains wheat protein.  Do not order this if you need GF food.  Bad reviewing by Amazon!"
5,Dogs love this product but it ends up too crumbly and hard to give to the dogs.  But it is really a great product.
5,If you like goat cheese and smoked cheeses you will love this.  It has a very smokey creamy flavor.  Try it spread on crackers with a little black truffle oil.
4,"This coffee is a great alternative for someone who has acid reflux and ulcer problems.  The low acid allows me to still have my caffine for the day.  Maybe not as smooth tasting as my usual blend, but I'm so thankful for it.  Really close in taste."
5,"I've been using this ""low acid"" coffee for a few weeks now and along with the taste, I enjoy not having an ""acid stomach"", especially the ""morning after"".  To me, there is no difference in taste between it and regular coffee.<br /><br />I give it 5 stars."
5,I decided to try puroast over a year ago because of stomach problems and mouth swelling.  Puroast did the trick!  Plus it tastes great!  Couldn't be happier with it (although I wish they would bring the organic decaf back!)
5,"My wife and I tried this product a few days ago. We were not disappointed. The coffee had a good flavor, and the low acid was a nice added benefit."
3,If you don't want to give up the taste of coffee but can't handle the acid try this coffee. Does not taste like gourmet coffee but it does not produce acid side effects.
5,This is a great company.  And the first I have ever seen to offer a low acid option. You can absolutely taste the difference. It's coffee without the bitterness.  Makes it possible to enjoy the purity of the bean without the bitter taste. They also have very cool black mugs.  Love them!
1,"I drink 10 cups a day of Verona, Italian, or French roast coffee, and wanted to try a lower-acid version. This brand of coffee smells and tastes like vinegar. It is totally unpalatable and you are better off drinking water if the acid in coffee bothers you."
1,This coffee tastes so nasty I can't even drink it. It's disgusting. I can't believe anything this bitter is acid free. I actually threw away two bags.
1,"Flavor may be something that has to be given up with low acid coffee, but I decided I'd rather take massive doses of Pepcid and drink regular coffee than subject my tongue to this awful swill."
5,"i used extra yeast and a little more water and it came out very light with a heard crust, which i like. i will order it again. not much of a potato taste but good bread"
4,"I love this bread.  I don't even like the smell of commercial bread; you can smell the chemicals from miles.  I added rosemary, garlic and olive oil to the mix and serve it just out of the machine; it was a hit with my dinner guests."
5,"This was great - so soft, so tasty.  Better than expected.  Perfect loaf every time."
3,I was a little disappointed...I first made the muffins with it and then let the bread machine make and bake a loaf - ok.  Next I will try mixing it myself and baking in my oven.  I do have to keep in mind though that potato bread is dense and heavier than say white bread.  Convenient is a plus.
5,"This is a fantastic bread mix. I do not use the bread machine, I make it in a bowl, hand made, and have had no problems at all. I do not know why people are having any problems with this. It is terrific. Amazon, please keep this in stock. Please."
5,"I like this bread, and several other flavors in this brand.  This one and the seven grain are my favorites.  They bake consistently well in my Wolfgang Puck machine.  Recommended!"
5,This product is as good as any that I have ever used and is so convenient through Amazon as it has become hard to find in the stores.
5,I love these bread mixes. There is nothing like making your own bread. I admit I use a bread maker - not clever enough to use my hands- but I still enjoy the experience. I have tried 2 different Hodgson mixes and they are both excellent.
4,"The potato bread was easy to mix, rises well in my breadmaker, cooks as it should and best of all was very tasty. The bread has a near white bread texture, and was very good. I purchased all of the Hodgson mixes and this was one of my favorites."
5,This is delicious bread and I can quickly make up loaves of bread to eat or give away for a special gift.
5,"My family and I all agree that Hodgson Mill Potato Bread is one of the best mixes on the market.  A loaf of this bread lasts about two hours before it is gone.  It has become a favorite of ours, and we will be making lots.  Don't run out of this one!"
1,"I have made potato bread before with great results but this Hodgson bread-mix is way too dry, it needs some more moisture-don't buy it unless you want really dry bread."
2,"White bread is not my thing, so that's probably why I don't like this one.  I like herby white breads and really full-bodied white breads, but otherwise I always choose whole grains.  This one is not full-bodied and has no particular flavor.  Not interesting at all to me."
3,I am a bit disappointed.  The flavor was not what I wanted or expected.
3,"As a former chef-owner of a restaurant in my younger years, I was  surprised and delighted at the exceptionally good taste and texture of the Bookbinder's White Clam sauce wihtout doctoring.  It is a great product for easy convenience."
5,"This was my first purchase of this water.  It tastes great and the bottles are thicker than most.  Also, everyone likes that name...haha"
1,"Three of us tried it; one of us was barely able to drink it, with ice.  I guess this is, like Evian, an ""acquired taste.""  Unless you're able to try a single bottle before purchase, I recommend you pass."
4,I enjoyed this water.  It was very refreshing.  I find I have some stomach sensitivity with some bottled waters.  I did not have that problem with this water.  Nice bottles.  Water comes from Washington.
2,"Somehow my previous review got deleted. I live in Houston, TX. I buy lots of bottled water-cannot tell any difference between a bottle of Talking Rain and a glass of cold tap water."
1,"Do not buy this if your thinking its only mango.  Ingredient says ""Fruit Juice Blend (Organic White Grape Juice, Organic Apple Juice And Organic Pineapple Juice From Concentrate, Organic Mango Puree.""<br /><br />I cancelled order as soon as I realized this drink had grape and pineapple."
5,I bought this juice because I really like mangoes. It is great refreshing and smooth beverage that everybody in our family enjoy. Will buy again.
5,These are great spices to use on all food types giving a great flavor.  The bottle sizes are twice the size of that found in a supermarket and about the same price.  So you get more of what you would normally pay for.
5,"These are, without question, the best ""diet"" crackers I've ever had.  I've had them with and without salt and since I usually put peanut butter on them, I didn't need the salt.<br /><br />These are great for travel, for kids, and when you just need a very low-calorie cracker."
5,"These stay together better than round ones, which crumble terribly. They are good alone, or with my favorite Artisana Raw Sesame Butter. They are very well packaged which keeps them from getting broken. Also, each package I have opened has been fresh. Thanks for a great product Amazon!"
5,"These brown rice cakes are by far the best, I have tried many. I can not have very many foods. These are my only snack food that I can have. They are so good I dont feel like I am missing anything."
5,"Surprisingly tasty. Thin and crip. Very Cracker like and good for snacking. I got these for my husband who is on a very low sodium diet. These are great for when we travel.  It isn't easy finding prepackaged low sodium foods that taste good, but these work quite well."
1,"Consumer Reports rated these crackers the highest in inorganic arsenic of all the rice crackers on the market. I like these crackers, but will no longer eat them until the arsenic issue in brown rice is resolved."
5,These are not only a good value (health food stores really jack up the prices on rice cakes!) but also are nicely thin and easy to use to spread stuff on.
5,I was able to do so much with these crackers!  they're easy to spread on and stack and put toppings on!  I definitely enjoyed them and so did all my friends =D
5,"Brew it correctly and you really get a beautiful cup of tea.  I highly recommend this brand.  It is by far the best bagged green tea I have found, and I have tried about all of them.  I brew one bag in a 12 oz mug for 2 minutes.  Absolutely perfect."
3,"the clams we're ok overall, quality ext accept only calf the can is filled with clams and the other half is mostly juice. also i expected larger chunks rather than small pieces. product is good though."
5,"This is the mother load of canned clams. Not just a can of juice with a few floaters, but cups and cups of chopped clams. I found no sand residuals,and I was able to use every last drop of juices.Simply devine recipe on the can, best white clam sauce I've ever made..."
4,"These are great beans for the price. If you live in a big city, however, I'd suggest buying green beans at a local Ethiopian shop or even a community Coop. I also remember a Pea berry out of East Timor that was outstanding, but this Tanzanian Pea berry is comparable to standard beans."
5,"I received the K-cups on time and in execellant condition. I usually drink coffee, but at night the Hot cocoa is good with a snack, just before bed."
4,This is the best hot cocoa I've had in a K-Cup!  The taste is smooth and creamy.  It's perfect for a cold morning or an evening hot drink.  I would definitely recommend this product.  The best part is that it can be ordered on auto delivery so I never run out.
5,"I'm pregnant and had to,give up my hot cup of coffee. I thought maybe a hot cup of this will suffice? Sure does! Throw the kcup,in- and this is the best hot choc ever! I choke down my vitamins with it too! Worth it and so cheap here!"
